sentence_id,kankanaey_sentence,english_sentence,kankanaey_token,assigned_pos_tag
840,Maanangak din kalin Tatang.,I disagree with Father's words.,.,
841,Tolongam kod sak-en ay en manganap sin antokos ko.,lease help me go look for my glasses.,Tolongam,
841,Tolongam kod sak-en ay en manganap sin antokos ko.,lease help me go look for my glasses.,kod,
841,Tolongam kod sak-en ay en manganap sin antokos ko.,lease help me go look for my glasses.,sak-en,
841,Tolongam kod sak-en ay en manganap sin antokos ko.,lease help me go look for my glasses.,ay,
841,Tolongam kod sak-en ay en manganap sin antokos ko.,lease help me go look for my glasses.,en,
841,Tolongam kod sak-en ay en manganap sin antokos ko.,lease help me go look for my glasses.,manganap,
841,Tolongam kod sak-en ay en manganap sin antokos ko.,lease help me go look for my glasses.,sin,
841,Tolongam kod sak-en ay en manganap sin antokos ko.,lease help me go look for my glasses.,antokos,
841,Tolongam kod sak-en ay en manganap sin antokos ko.,lease help me go look for my glasses.,ko,
841,Tolongam kod sak-en ay en manganap sin antokos ko.,lease help me go look for my glasses.,.,
842,Adiak maalwew / maseypan.,I am not sleepy.,Adiak,
842,Adiak maalwew / maseypan.,I am not sleepy.,maalwew,
842,Adiak maalwew / maseypan.,I am not sleepy.,/,
842,Adiak maalwew / maseypan.,I am not sleepy.,maseypan,
842,Adiak maalwew / maseypan.,I am not sleepy.,.,
843,Laydek ay mangan.,I want to eat.,Laydek,
843,Laydek ay mangan.,I want to eat.,ay,
843,Laydek ay mangan.,I want to eat.,mangan,
843,Laydek ay mangan.,I want to eat.,.,
844,Laydek ay ominom.,I want to drink.,Laydek,
844,Laydek ay ominom.,I want to drink.,ay,
844,Laydek ay ominom.,I want to drink.,ominom,
844,Laydek ay ominom.,I want to drink.,.,
845,Laydek ay omin-inana.,I want to rest.,Laydek,
845,Laydek ay omin-inana.,I want to rest.,ay,
845,Laydek ay omin-inana.,I want to rest.,omin-inana,
845,Laydek ay omin-inana.,I want to rest.,.,
846,Adiak layden sa.,I do not want this.,Adiak,
846,Adiak layden sa.,I do not want this.,layden,
846,Adiak layden sa.,I do not want this.,sa,
846,Adiak layden sa.,I do not want this.,.,
847,Laydek din dya / doy.,I want that one.,Laydek,
847,Laydek din dya / doy.,I want that one.,din,
847,Laydek din dya / doy.,I want that one.,dya,
847,Laydek din dya / doy.,I want that one.,/,
847,Laydek din dya / doy.,I want that one.,doy,
847,Laydek din dya / doy.,I want that one.,.,
848,Kowak nan nay.,This is mine.,Kowak,
848,Kowak nan nay.,This is mine.,nan,
848,Kowak nan nay.,This is mine.,nay,
848,Kowak nan nay.,This is mine.,.,
849,Enak anapen din nalitaw ay pilak ko.,I'm going to look for my lost money.,Enak,
849,Enak anapen din nalitaw ay pilak ko.,I'm going to look for my lost money.,anapen,
849,Enak anapen din nalitaw ay pilak ko.,I'm going to look for my lost money.,din,
849,Enak anapen din nalitaw ay pilak ko.,I'm going to look for my lost money.,nalitaw,
849,Enak anapen din nalitaw ay pilak ko.,I'm going to look for my lost money.,ay,
849,Enak anapen din nalitaw ay pilak ko.,I'm going to look for my lost money.,pilak,
849,Enak anapen din nalitaw ay pilak ko.,I'm going to look for my lost money.,ko,
849,Enak anapen din nalitaw ay pilak ko.,I'm going to look for my lost money.,.,
850,Naipapatag din kingki en sak-en.,The lamp is directly above me.,Naipapatag,
850,Naipapatag din kingki en sak-en.,The lamp is directly above me.,din,
850,Naipapatag din kingki en sak-en.,The lamp is directly above me.,kingki,
850,Naipapatag din kingki en sak-en.,The lamp is directly above me.,en,
850,Naipapatag din kingki en sak-en.,The lamp is directly above me.,sak-en,
850,Naipapatag din kingki en sak-en.,The lamp is directly above me.,.,
851,Wada din kosili ay sana ay mantaytayaw sin patag di beey mi.,That bird was flying directly above our house.,Wada,
851,Wada din kosili ay sana ay mantaytayaw sin patag di beey mi.,That bird was flying directly above our house.,din,
851,Wada din kosili ay sana ay mantaytayaw sin patag di beey mi.,That bird was flying directly above our house.,kosili,
851,Wada din kosili ay sana ay mantaytayaw sin patag di beey mi.,That bird was flying directly above our house.,ay,
851,Wada din kosili ay sana ay mantaytayaw sin patag di beey mi.,That bird was flying directly above our house.,sana,
851,Wada din kosili ay sana ay mantaytayaw sin patag di beey mi.,That bird was flying directly above our house.,ay,
851,Wada din kosili ay sana ay mantaytayaw sin patag di beey mi.,That bird was flying directly above our house.,mantaytayaw,
851,Wada din kosili ay sana ay mantaytayaw sin patag di beey mi.,That bird was flying directly above our house.,sin,
851,Wada din kosili ay sana ay mantaytayaw sin patag di beey mi.,That bird was flying directly above our house.,patag,
851,Wada din kosili ay sana ay mantaytayaw sin patag di beey mi.,That bird was flying directly above our house.,di,
851,Wada din kosili ay sana ay mantaytayaw sin patag di beey mi.,That bird was flying directly above our house.,beey,
851,Wada din kosili ay sana ay mantaytayaw sin patag di beey mi.,That bird was flying directly above our house.,mi,
851,Wada din kosili ay sana ay mantaytayaw sin patag di beey mi.,That bird was flying directly above our house.,.,
852,En ka mansonod ta pasinsiyaan daka.,Go apologize so that he'll forgive you.,En,
852,En ka mansonod ta pasinsiyaan daka.,Go apologize so that he'll forgive you.,ka,
852,En ka mansonod ta pasinsiyaan daka.,Go apologize so that he'll forgive you.,mansonod,
852,En ka mansonod ta pasinsiyaan daka.,Go apologize so that he'll forgive you.,ta,
852,En ka mansonod ta pasinsiyaan daka.,Go apologize so that he'll forgive you.,pasinsiyaan,
852,En ka mansonod ta pasinsiyaan daka.,Go apologize so that he'll forgive you.,daka,
852,En ka mansonod ta pasinsiyaan daka.,Go apologize so that he'll forgive you.,.,
853,"Mamasig si Juan ay emey ed Baguio, anggan dakeyan da.","Juan is determined to go to Baguio, even though they forbid him.",Mamasig,
853,"Mamasig si Juan ay emey ed Baguio, anggan dakeyan da.","Juan is determined to go to Baguio, even though they forbid him.",si,
853,"Mamasig si Juan ay emey ed Baguio, anggan dakeyan da.","Juan is determined to go to Baguio, even though they forbid him.",Juan,
853,"Mamasig si Juan ay emey ed Baguio, anggan dakeyan da.","Juan is determined to go to Baguio, even though they forbid him.",ay,
853,"Mamasig si Juan ay emey ed Baguio, anggan dakeyan da.","Juan is determined to go to Baguio, even though they forbid him.",emey,
853,"Mamasig si Juan ay emey ed Baguio, anggan dakeyan da.","Juan is determined to go to Baguio, even though they forbid him.",ed,
853,"Mamasig si Juan ay emey ed Baguio, anggan dakeyan da.","Juan is determined to go to Baguio, even though they forbid him.",Baguio,
853,"Mamasig si Juan ay emey ed Baguio, anggan dakeyan da.","Juan is determined to go to Baguio, even though they forbid him.",",",
853,"Mamasig si Juan ay emey ed Baguio, anggan dakeyan da.","Juan is determined to go to Baguio, even though they forbid him.",anggan,
853,"Mamasig si Juan ay emey ed Baguio, anggan dakeyan da.","Juan is determined to go to Baguio, even though they forbid him.",dakeyan,
853,"Mamasig si Juan ay emey ed Baguio, anggan dakeyan da.","Juan is determined to go to Baguio, even though they forbid him.",da,
853,"Mamasig si Juan ay emey ed Baguio, anggan dakeyan da.","Juan is determined to go to Baguio, even though they forbid him.",.,
854,Ipasig Juan din laydena.,Juan persists in what he wants.,Ipasig,
854,Ipasig Juan din laydena.,Juan persists in what he wants.,Juan,
854,Ipasig Juan din laydena.,Juan persists in what he wants.,din,
854,Ipasig Juan din laydena.,Juan persists in what he wants.,laydena,
854,Ipasig Juan din laydena.,Juan persists in what he wants.,.,
855,Mapasal ay wada din bas ed Sagpat.,It is estimated that the bus is at Sagpat.,Mapasal,
855,Mapasal ay wada din bas ed Sagpat.,It is estimated that the bus is at Sagpat.,ay,
855,Mapasal ay wada din bas ed Sagpat.,It is estimated that the bus is at Sagpat.,wada,
855,Mapasal ay wada din bas ed Sagpat.,It is estimated that the bus is at Sagpat.,din,
855,Mapasal ay wada din bas ed Sagpat.,It is estimated that the bus is at Sagpat.,bas,
855,Mapasal ay wada din bas ed Sagpat.,It is estimated that the bus is at Sagpat.,ed,
855,Mapasal ay wada din bas ed Sagpat.,It is estimated that the bus is at Sagpat.,Sagpat,
855,Mapasal ay wada din bas ed Sagpat.,It is estimated that the bus is at Sagpat.,.,
856,Mapapeng keweng mo sin kaeng di makina.,Your ears will be deafened by the noise of the machine.,Mapapeng,
856,Mapapeng keweng mo sin kaeng di makina.,Your ears will be deafened by the noise of the machine.,keweng,
856,Mapapeng keweng mo sin kaeng di makina.,Your ears will be deafened by the noise of the machine.,mo,
856,Mapapeng keweng mo sin kaeng di makina.,Your ears will be deafened by the noise of the machine.,sin,
856,Mapapeng keweng mo sin kaeng di makina.,Your ears will be deafened by the noise of the machine.,kaeng,
856,Mapapeng keweng mo sin kaeng di makina.,Your ears will be deafened by the noise of the machine.,di,
856,Mapapeng keweng mo sin kaeng di makina.,Your ears will be deafened by the noise of the machine.,makina,
856,Mapapeng keweng mo sin kaeng di makina.,Your ears will be deafened by the noise of the machine.,.,
857,Ay way omipango sin beey da Monte?,Will someone guide me to the Montes' house?,Ay,
857,Ay way omipango sin beey da Monte?,Will someone guide me to the Montes' house?,way,
857,Ay way omipango sin beey da Monte?,Will someone guide me to the Montes' house?,omipango,
857,Ay way omipango sin beey da Monte?,Will someone guide me to the Montes' house?,sin,
857,Ay way omipango sin beey da Monte?,Will someone guide me to the Montes' house?,beey,
857,Ay way omipango sin beey da Monte?,Will someone guide me to the Montes' house?,da,
857,Ay way omipango sin beey da Monte?,Will someone guide me to the Montes' house?,Monte,
857,Ay way omipango sin beey da Monte?,Will someone guide me to the Montes' house?,?,
858,"Say nangiyodan da, din kakitkittoyan.",The one they left behind was the smallest.,Say,
858,"Say nangiyodan da, din kakitkittoyan.",The one they left behind was the smallest.,nangiyodan,
858,"Say nangiyodan da, din kakitkittoyan.",The one they left behind was the smallest.,da,
858,"Say nangiyodan da, din kakitkittoyan.",The one they left behind was the smallest.,",",
858,"Say nangiyodan da, din kakitkittoyan.",The one they left behind was the smallest.,din,
858,"Say nangiyodan da, din kakitkittoyan.",The one they left behind was the smallest.,kakitkittoyan,
858,"Say nangiyodan da, din kakitkittoyan.",The one they left behind was the smallest.,.,
859,Laydek ay makingalat panggep sin ogali yo.,I'd like to talk with (you) about your customs.,Laydek,
859,Laydek ay makingalat panggep sin ogali yo.,I'd like to talk with (you) about your customs.,ay,
859,Laydek ay makingalat panggep sin ogali yo.,I'd like to talk with (you) about your customs.,makingalat,
859,Laydek ay makingalat panggep sin ogali yo.,I'd like to talk with (you) about your customs.,panggep,
859,Laydek ay makingalat panggep sin ogali yo.,I'd like to talk with (you) about your customs.,sin,
859,Laydek ay makingalat panggep sin ogali yo.,I'd like to talk with (you) about your customs.,ogali,
859,Laydek ay makingalat panggep sin ogali yo.,I'd like to talk with (you) about your customs.,yo,
859,Laydek ay makingalat panggep sin ogali yo.,I'd like to talk with (you) about your customs.,.,
860,Sinoy panggep si demespegam?,What is the reason for your hitting me?,Sinoy,
860,Sinoy panggep si demespegam?,What is the reason for your hitting me?,panggep,
860,Sinoy panggep si demespegam?,What is the reason for your hitting me?,si,
860,Sinoy panggep si demespegam?,What is the reason for your hitting me?,demespegam,
860,Sinoy panggep si demespegam?,What is the reason for your hitting me?,?,
861,"Panget ed wani, siyat way silew.","It's pitch dark now, a torch is necessary.",Panget,
861,"Panget ed wani, siyat way silew.","It's pitch dark now, a torch is necessary.",ed,
861,"Panget ed wani, siyat way silew.","It's pitch dark now, a torch is necessary.",wani,
861,"Panget ed wani, siyat way silew.","It's pitch dark now, a torch is necessary.",",",
861,"Panget ed wani, siyat way silew.","It's pitch dark now, a torch is necessary.",siyat,
861,"Panget ed wani, siyat way silew.","It's pitch dark now, a torch is necessary.",way,
861,"Panget ed wani, siyat way silew.","It's pitch dark now, a torch is necessary.",silew,
861,"Panget ed wani, siyat way silew.","It's pitch dark now, a torch is necessary.",.,
862,Pandamagan si kalni.,A cutting board for meat.,Pandamagan,
862,Pandamagan si kalni.,A cutting board for meat.,si,
862,Pandamagan si kalni.,A cutting board for meat.,kalni,
862,Pandamagan si kalni.,A cutting board for meat.,.,
863,Pomanakpak din takkay na sin bola.,His hand struck the ball with a slapping sound.,Pomanakpak,
863,Pomanakpak din takkay na sin bola.,His hand struck the ball with a slapping sound.,din,
863,Pomanakpak din takkay na sin bola.,His hand struck the ball with a slapping sound.,takkay,
863,Pomanakpak din takkay na sin bola.,His hand struck the ball with a slapping sound.,na,
863,Pomanakpak din takkay na sin bola.,His hand struck the ball with a slapping sound.,sin,
863,Pomanakpak din takkay na sin bola.,His hand struck the ball with a slapping sound.,bola,
863,Pomanakpak din takkay na sin bola.,His hand struck the ball with a slapping sound.,.,
864,Mapaltak san anak mo ay man-obla.,That child of yours is a vigorous worker.,Mapaltak,
864,Mapaltak san anak mo ay man-obla.,That child of yours is a vigorous worker.,san,
864,Mapaltak san anak mo ay man-obla.,That child of yours is a vigorous worker.,anak,
864,Mapaltak san anak mo ay man-obla.,That child of yours is a vigorous worker.,mo,
864,Mapaltak san anak mo ay man-obla.,That child of yours is a vigorous worker.,ay,
864,Mapaltak san anak mo ay man-obla.,That child of yours is a vigorous worker.,man-obla,
864,Mapaltak san anak mo ay man-obla.,That child of yours is a vigorous worker.,.,
865,Ipalpal na din pal-og sin gangsa.,He strikes the gonging object on the gong.,Ipalpal,
865,Ipalpal na din pal-og sin gangsa.,He strikes the gonging object on the gong.,na,
865,Ipalpal na din pal-og sin gangsa.,He strikes the gonging object on the gong.,din,
865,Ipalpal na din pal-og sin gangsa.,He strikes the gonging object on the gong.,pal-og,
865,Ipalpal na din pal-og sin gangsa.,He strikes the gonging object on the gong.,sin,
865,Ipalpal na din pal-og sin gangsa.,He strikes the gonging object on the gong.,gangsa,
865,Ipalpal na din pal-og sin gangsa.,He strikes the gonging object on the gong.,.,
866,Maipalit di man-obla sin agew ay pan-ibbayan.,It is prohibited to work on the day for rest.,Maipalit,
866,Maipalit di man-obla sin agew ay pan-ibbayan.,It is prohibited to work on the day for rest.,di,
866,Maipalit di man-obla sin agew ay pan-ibbayan.,It is prohibited to work on the day for rest.,man-obla,
866,Maipalit di man-obla sin agew ay pan-ibbayan.,It is prohibited to work on the day for rest.,sin,
866,Maipalit di man-obla sin agew ay pan-ibbayan.,It is prohibited to work on the day for rest.,agew,
866,Maipalit di man-obla sin agew ay pan-ibbayan.,It is prohibited to work on the day for rest.,ay,
866,Maipalit di man-obla sin agew ay pan-ibbayan.,It is prohibited to work on the day for rest.,pan-ibbayan,
866,Maipalit di man-obla sin agew ay pan-ibbayan.,It is prohibited to work on the day for rest.,.,
867,Adi ka paleten san asin tan manpait.,Don't add too much of that salt because it will be too salty.,Adi,
867,Adi ka paleten san asin tan manpait.,Don't add too much of that salt because it will be too salty.,ka,
867,Adi ka paleten san asin tan manpait.,Don't add too much of that salt because it will be too salty.,paleten,
867,Adi ka paleten san asin tan manpait.,Don't add too much of that salt because it will be too salty.,san,
867,Adi ka paleten san asin tan manpait.,Don't add too much of that salt because it will be too salty.,asin,
867,Adi ka paleten san asin tan manpait.,Don't add too much of that salt because it will be too salty.,tan,
867,Adi ka paleten san asin tan manpait.,Don't add too much of that salt because it will be too salty.,manpait,
867,Adi ka paleten san asin tan manpait.,Don't add too much of that salt because it will be too salty.,.,
868,Napalet di gatas mo.,Your milk is too thick.,Napalet,
868,Napalet di gatas mo.,Your milk is too thick.,di,
868,Napalet di gatas mo.,Your milk is too thick.,gatas,
868,Napalet di gatas mo.,Your milk is too thick.,mo,
868,Napalet di gatas mo.,Your milk is too thick.,.,
869,Nakosokoso din badok tan adi napalansaan.,My clothes are all wrinkled because they weren't ironed.,Nakosokoso,
869,Nakosokoso din badok tan adi napalansaan.,My clothes are all wrinkled because they weren't ironed.,din,
869,Nakosokoso din badok tan adi napalansaan.,My clothes are all wrinkled because they weren't ironed.,badok,
869,Nakosokoso din badok tan adi napalansaan.,My clothes are all wrinkled because they weren't ironed.,tan,
869,Nakosokoso din badok tan adi napalansaan.,My clothes are all wrinkled because they weren't ironed.,adi,
869,Nakosokoso din badok tan adi napalansaan.,My clothes are all wrinkled because they weren't ironed.,napalansaan,
869,Nakosokoso din badok tan adi napalansaan.,My clothes are all wrinkled because they weren't ironed.,.,
870,Kaman pag-ong di iyat din logan mi ay mandan.,Our vehicle moved like a turtle.,Kaman,
870,Kaman pag-ong di iyat din logan mi ay mandan.,Our vehicle moved like a turtle.,pag-ong,
870,Kaman pag-ong di iyat din logan mi ay mandan.,Our vehicle moved like a turtle.,di,
870,Kaman pag-ong di iyat din logan mi ay mandan.,Our vehicle moved like a turtle.,iyat,
870,Kaman pag-ong di iyat din logan mi ay mandan.,Our vehicle moved like a turtle.,din,
870,Kaman pag-ong di iyat din logan mi ay mandan.,Our vehicle moved like a turtle.,logan,
870,Kaman pag-ong di iyat din logan mi ay mandan.,Our vehicle moved like a turtle.,mi,
870,Kaman pag-ong di iyat din logan mi ay mandan.,Our vehicle moved like a turtle.,ay,
870,Kaman pag-ong di iyat din logan mi ay mandan.,Our vehicle moved like a turtle.,mandan,
870,Kaman pag-ong di iyat din logan mi ay mandan.,Our vehicle moved like a turtle.,.,
871,Ipagel na ay emey si asawa na ed Baguio.,He prohibits his wife from going to Baguio.,Ipagel,
871,Ipagel na ay emey si asawa na ed Baguio.,He prohibits his wife from going to Baguio.,na,
871,Ipagel na ay emey si asawa na ed Baguio.,He prohibits his wife from going to Baguio.,ay,
871,Ipagel na ay emey si asawa na ed Baguio.,He prohibits his wife from going to Baguio.,emey,
871,Ipagel na ay emey si asawa na ed Baguio.,He prohibits his wife from going to Baguio.,si,
871,Ipagel na ay emey si asawa na ed Baguio.,He prohibits his wife from going to Baguio.,asawa,
871,Ipagel na ay emey si asawa na ed Baguio.,He prohibits his wife from going to Baguio.,na,
871,Ipagel na ay emey si asawa na ed Baguio.,He prohibits his wife from going to Baguio.,ed,
871,Ipagel na ay emey si asawa na ed Baguio.,He prohibits his wife from going to Baguio.,Baguio,
871,Ipagel na ay emey si asawa na ed Baguio.,He prohibits his wife from going to Baguio.,.,
872,Napagatan din pangdan.,Pineapples are spiny.,Napagatan,
872,Napagatan din pangdan.,Pineapples are spiny.,din,
872,Napagatan din pangdan.,Pineapples are spiny.,pangdan,
872,Napagatan din pangdan.,Pineapples are spiny.,.,
873,Manpaganaas san danom; adiak dengngen.,That water makes a roaring sound.,Manpaganaas,
873,Manpaganaas san danom; adiak dengngen.,That water makes a roaring sound.,san,
873,Manpaganaas san danom; adiak dengngen.,That water makes a roaring sound.,danom,
873,Manpaganaas san danom; adiak dengngen.,That water makes a roaring sound.,;,
873,Manpaganaas san danom; adiak dengngen.,That water makes a roaring sound.,adiak,
873,Manpaganaas san danom; adiak dengngen.,That water makes a roaring sound.,dengngen,
873,Manpaganaas san danom; adiak dengngen.,That water makes a roaring sound.,.,
874,Padtokem din alad.,Jump over the fence.,Padtokem,
874,Padtokem din alad.,Jump over the fence.,din,
874,Padtokem din alad.,Jump over the fence.,alad,
874,Padtokem din alad.,Jump over the fence.,.,
875,Inpadmang das kapi ya tinapay.,They gave (him) coffee and bread.,Inpadmang,
875,Inpadmang das kapi ya tinapay.,They gave (him) coffee and bread.,das,
875,Inpadmang das kapi ya tinapay.,They gave (him) coffee and bread.,kapi,
875,Inpadmang das kapi ya tinapay.,They gave (him) coffee and bread.,ya,
875,Inpadmang das kapi ya tinapay.,They gave (him) coffee and bread.,tinapay,
875,Inpadmang das kapi ya tinapay.,They gave (him) coffee and bread.,.,
876,Waday ipogaw ay nataynan ed padmang.,A person was left behind on the other side.,Waday,
876,Waday ipogaw ay nataynan ed padmang.,A person was left behind on the other side.,ipogaw,
876,Waday ipogaw ay nataynan ed padmang.,A person was left behind on the other side.,ay,
876,Waday ipogaw ay nataynan ed padmang.,A person was left behind on the other side.,nataynan,
876,Waday ipogaw ay nataynan ed padmang.,A person was left behind on the other side.,ed,
876,Waday ipogaw ay nataynan ed padmang.,A person was left behind on the other side.,padmang,
876,Waday ipogaw ay nataynan ed padmang.,A person was left behind on the other side.,.,
877,Adi ka pomadpadas tan ammok sa.,Don't put me to the test because I know that.,Adi,
877,Adi ka pomadpadas tan ammok sa.,Don't put me to the test because I know that.,ka,
877,Adi ka pomadpadas tan ammok sa.,Don't put me to the test because I know that.,pomadpadas,
877,Adi ka pomadpadas tan ammok sa.,Don't put me to the test because I know that.,tan,
877,Adi ka pomadpadas tan ammok sa.,Don't put me to the test because I know that.,ammok,
877,Adi ka pomadpadas tan ammok sa.,Don't put me to the test because I know that.,sa,
877,Adi ka pomadpadas tan ammok sa.,Don't put me to the test because I know that.,.,
878,Oyodena din timba ay nak-et si lobid.,He lowers the bucket which is tied with a rope.,Oyodena,
878,Oyodena din timba ay nak-et si lobid.,He lowers the bucket which is tied with a rope.,din,
878,Oyodena din timba ay nak-et si lobid.,He lowers the bucket which is tied with a rope.,timba,
878,Oyodena din timba ay nak-et si lobid.,He lowers the bucket which is tied with a rope.,ay,
878,Oyodena din timba ay nak-et si lobid.,He lowers the bucket which is tied with a rope.,nak-et,
878,Oyodena din timba ay nak-et si lobid.,He lowers the bucket which is tied with a rope.,si,
878,Oyodena din timba ay nak-et si lobid.,He lowers the bucket which is tied with a rope.,lobid,
878,Oyodena din timba ay nak-et si lobid.,He lowers the bucket which is tied with a rope.,.,
879,Oyadem din lobid.,Stretch out the rope.,Oyadem,
879,Oyadem din lobid.,Stretch out the rope.,din,
879,Oyadem din lobid.,Stretch out the rope.,lobid,
879,Oyadem din lobid.,Stretch out the rope.,.,
880,Oway ka mo omali ka si bigat onno maga.,It's up to you whether you come tomorrow or not.,Oway,
880,Oway ka mo omali ka si bigat onno maga.,It's up to you whether you come tomorrow or not.,ka,
880,Oway ka mo omali ka si bigat onno maga.,It's up to you whether you come tomorrow or not.,mo,
880,Oway ka mo omali ka si bigat onno maga.,It's up to you whether you come tomorrow or not.,omali,
880,Oway ka mo omali ka si bigat onno maga.,It's up to you whether you come tomorrow or not.,ka,
880,Oway ka mo omali ka si bigat onno maga.,It's up to you whether you come tomorrow or not.,si,
880,Oway ka mo omali ka si bigat onno maga.,It's up to you whether you come tomorrow or not.,bigat,
880,Oway ka mo omali ka si bigat onno maga.,It's up to you whether you come tomorrow or not.,onno,
880,Oway ka mo omali ka si bigat onno maga.,It's up to you whether you come tomorrow or not.,maga,
880,Oway ka mo omali ka si bigat onno maga.,It's up to you whether you come tomorrow or not.,.,
881,Oway di iyaat na.,He does whatever he pleases.,Oway,
881,Oway di iyaat na.,He does whatever he pleases.,di,
881,Oway di iyaat na.,He does whatever he pleases.,iyaat,
881,Oway di iyaat na.,He does whatever he pleases.,na,
881,Oway di iyaat na.,He does whatever he pleases.,.,
882,Opopem ta adi bemelan otot.,Cover the hole so the rat won't come out.,Opopem,
882,Opopem ta adi bemelan otot.,Cover the hole so the rat won't come out.,ta,
882,Opopem ta adi bemelan otot.,Cover the hole so the rat won't come out.,adi,
882,Opopem ta adi bemelan otot.,Cover the hole so the rat won't come out.,bemelan,
882,Opopem ta adi bemelan otot.,Cover the hole so the rat won't come out.,otot,
882,Opopem ta adi bemelan otot.,Cover the hole so the rat won't come out.,.,
883,En ka iooan daida.,Go ask them for some food.,En,
883,En ka iooan daida.,Go ask them for some food.,ka,
883,En ka iooan daida.,Go ask them for some food.,iooan,
883,En ka iooan daida.,Go ask them for some food.,daida,
883,En ka iooan daida.,Go ask them for some food.,.,
884,En ka mangoo ta way kanen.,Go beg for food so there will be something to eat.,En,
884,En ka mangoo ta way kanen.,Go beg for food so there will be something to eat.,ka,
884,En ka mangoo ta way kanen.,Go beg for food so there will be something to eat.,mangoo,
884,En ka mangoo ta way kanen.,Go beg for food so there will be something to eat.,ta,
884,En ka mangoo ta way kanen.,Go beg for food so there will be something to eat.,way,
884,En ka mangoo ta way kanen.,Go beg for food so there will be something to eat.,kanen,
884,En ka mangoo ta way kanen.,Go beg for food so there will be something to eat.,.,
885,Maiogaanak yan mansakit din toktok ko.,I am all cried out and my head hurts.,Maiogaanak,
885,Maiogaanak yan mansakit din toktok ko.,I am all cried out and my head hurts.,yan,
885,Maiogaanak yan mansakit din toktok ko.,I am all cried out and my head hurts.,mansakit,
885,Maiogaanak yan mansakit din toktok ko.,I am all cried out and my head hurts.,din,
885,Maiogaanak yan mansakit din toktok ko.,I am all cried out and my head hurts.,toktok,
885,Maiogaanak yan mansakit din toktok ko.,I am all cried out and my head hurts.,ko,
885,Maiogaanak yan mansakit din toktok ko.,I am all cried out and my head hurts.,.,
886,Man-oga tan iwed si nanang na.,She is crying because her mother is not there.,Man-oga,
886,Man-oga tan iwed si nanang na.,She is crying because her mother is not there.,tan,
886,Man-oga tan iwed si nanang na.,She is crying because her mother is not there.,iwed,
886,Man-oga tan iwed si nanang na.,She is crying because her mother is not there.,si,
886,Man-oga tan iwed si nanang na.,She is crying because her mother is not there.,nanang,
886,Man-oga tan iwed si nanang na.,She is crying because her mother is not there.,na,
886,Man-oga tan iwed si nanang na.,She is crying because her mother is not there.,.,
887,Owatak inlogalogan din odom ay pilak ko.,I just used the rest of my money riding (on buses/jeeps).,Owatak,
887,Owatak inlogalogan din odom ay pilak ko.,I just used the rest of my money riding (on buses/jeeps).,inlogalogan,
887,Owatak inlogalogan din odom ay pilak ko.,I just used the rest of my money riding (on buses/jeeps).,din,
887,Owatak inlogalogan din odom ay pilak ko.,I just used the rest of my money riding (on buses/jeeps).,odom,
887,Owatak inlogalogan din odom ay pilak ko.,I just used the rest of my money riding (on buses/jeeps).,ay,
887,Owatak inlogalogan din odom ay pilak ko.,I just used the rest of my money riding (on buses/jeeps).,pilak,
887,Owatak inlogalogan din odom ay pilak ko.,I just used the rest of my money riding (on buses/jeeps).,ko,
887,Owatak inlogalogan din odom ay pilak ko.,I just used the rest of my money riding (on buses/jeeps).,.,
888,Waday odom ay seng-ew ay adik layden.,There are other scents that I don't like.,Waday,
888,Waday odom ay seng-ew ay adik layden.,There are other scents that I don't like.,odom,
888,Waday odom ay seng-ew ay adik layden.,There are other scents that I don't like.,ay,
888,Waday odom ay seng-ew ay adik layden.,There are other scents that I don't like.,seng-ew,
888,Waday odom ay seng-ew ay adik layden.,There are other scents that I don't like.,ay,
888,Waday odom ay seng-ew ay adik layden.,There are other scents that I don't like.,adik,
888,Waday odom ay seng-ew ay adik layden.,There are other scents that I don't like.,layden,
888,Waday odom ay seng-ew ay adik layden.,There are other scents that I don't like.,.,
889,Manlakoak si odom ay manok.,I'd like to buy another chicken.,Manlakoak,
889,Manlakoak si odom ay manok.,I'd like to buy another chicken.,si,
889,Manlakoak si odom ay manok.,I'd like to buy another chicken.,odom,
889,Manlakoak si odom ay manok.,I'd like to buy another chicken.,ay,
889,Manlakoak si odom ay manok.,I'd like to buy another chicken.,manok,
889,Manlakoak si odom ay manok.,I'd like to buy another chicken.,.,
890,Paandoek pay asiak alaen.,"I'll let it grow taller, then I'll get it.",Paandoek,
890,Paandoek pay asiak alaen.,"I'll let it grow taller, then I'll get it.",pay,
890,Paandoek pay asiak alaen.,"I'll let it grow taller, then I'll get it.",asiak,
890,Paandoek pay asiak alaen.,"I'll let it grow taller, then I'll get it.",alaen,
890,Paandoek pay asiak alaen.,"I'll let it grow taller, then I'll get it.",.,
891,"Din anak, itdoam si obla ta nininas pangad-adalan da.",Teach children about work so they will gradually learn.,Din,
891,"Din anak, itdoam si obla ta nininas pangad-adalan da.",Teach children about work so they will gradually learn.,anak,
891,"Din anak, itdoam si obla ta nininas pangad-adalan da.",Teach children about work so they will gradually learn.,",",
891,"Din anak, itdoam si obla ta nininas pangad-adalan da.",Teach children about work so they will gradually learn.,itdoam,
891,"Din anak, itdoam si obla ta nininas pangad-adalan da.",Teach children about work so they will gradually learn.,si,
891,"Din anak, itdoam si obla ta nininas pangad-adalan da.",Teach children about work so they will gradually learn.,obla,
